supplier_obj_id,apc9,arf1,Arp1,arx1,Bck1,BCK2,BEM2,bik1,bmi1,BNI4,bre1-2nd,BRE1,BY4741-2nd,BY4741-3rd,BY4741,cdc73,CHS5,CIN2,CIN8,CKA2,cla4,clb2,cln2,cnb1-2nd,CNB1,cot1,ctf18,dbp3,dcg1,DEP1,DUN1,elg1,FKS1,FUR4,gas1,gcn5,GIM3,GPR1,HOC1,htz1,hxt1,idh2,ire1,kap123,kar3,kgd1,KRE1,LCB3,LGE1,mad1,mck1,mcm21,mdh1,met16,mrt4,MT1181-W303mata,MT2481-pdr1pdr3-2nd,MT2481-pdr1pdr3,NBP2,NUM1,nup100,PAC10,PDE1,pex11,POL32,pop2,PPH21,PPZ1,pre9,rad50,rad52,ric1-2nd,ric1,RNR3,rom2,ROT2,RPL9B,rpn10,rvs167,sam2,Sap30,sec22,ser1,set2,SHM2,SLT2,SMI1,spo22,SWE1,TEP1,tfp1,tif3,top1-2nd,TOP1,tub3,ubp8,vps1,VPS5,YKL085W,ypt6-2nd,YPT6
SPE00310025,0.300648,0.9846020000000001,0.238783,-0.436399,0.194634,-0.22475,-0.38003600000000004,0.90607,1.02653,0.275809,0.9275100000000001,0.118693,0.272015,-0.267598,0.15880899999999998,0.645026,-0.0678281,0.0140034,0.00466541,0.479616,2.14154,0.279818,0.296617,0.382673,0.337871,0.748945,0.44039300000000003,1.6402700000000001,0.16256900000000002,0.121468,0.48345200000000005,0.596474,0.0123764,-0.0550304,-0.343051,1.31565,0.0908837,0.31438699999999997,0.337173,2.6208400000000003,0.657644,0.858195,0.299493,0.554084,-0.00256332,1.1333799999999998,0.0915039,0.290621,0.0962284,-1.01945,0.6690550000000001,0.8708959999999999,0.0576934,0.5786899999999999,0.501019,-0.315025,0.718959,0.808947,0.392251,-0.315683,0.21680700000000003,0.205026,0.510724,0.718907,0.314826,0.45056,1.04582,0.236515,1.24158,-0.0134655,0.616103,0.20621599999999998,0.094985,0.349006,0.756128,0.036698900000000007,0.044484300000000004,0.278124,0.767137,-0.0432139,0.304771,0.382684,0.880122,-0.079799,0.47208999999999995,0.285049,0.308576,0.694959,0.25909499999999996,0.751066,0.512447,0.125458,0.445481,0.15229,0.5245350000000001,-0.06822660000000001,1.0422799999999999,0.512946,0.0576934,0.18043800000000002,0.0859089
SPE01500578,-1.32855,-0.275413,0.026471699999999997,-2.4254700000000002,0.283681,-0.596059,-0.689475,-0.979197,-0.750629,-0.848291,0.646432,-0.26966599999999996,-0.720671,-2.28189,-0.23902800000000002,0.657972,-0.52264,-0.421025,-0.215125,-0.0161301,-0.30852399999999996,-0.9698319999999999,-1.2892299999999999,-0.871066,0.105045,-1.13202,-1.22769,0.13484300000000002,0.089085,-0.15946300000000002,-0.366733,-1.1068,-0.138376,-0.00667887,-0.77882,1.4029200000000002,-0.388432,0.446167,-0.17716099999999999,-1.31213,-1.35001,-0.6115649999999999,-0.89465,-1.02496,-1.24423,-1.1038700000000001,-0.377198,-0.8100609999999999,-0.132779,-1.9309900000000002,-1.1019700000000001,0.13739500000000002,-0.989772,-0.576284,0.658179,0.00421089,-0.996577,-0.07321799999999999,0.40232399999999996,-0.46820500000000004,-0.7427699999999999,0.08896,0.052935199999999995,-0.364491,0.747594,-0.270333,1.40163,-0.58535,0.0800487,-1.22204,0.37342,0.033988800000000007,0.148265,-0.474009,-1.01746,-1.0799,-0.0200748,0.24548899999999999,-0.572924,-0.325804,-0.0982418,-1.34286,-0.344929,-0.934924,0.0770883,-0.17163299999999998,0.33516599999999996,0.14552400000000001,-0.287985,-0.00839037,-0.941514,-0.8410110000000001,-0.13922400000000001,-0.0441925,-0.68672,0.8965420000000001,-1.9284599999999998,-0.537605,-0.989772,0.11532,0.128998
SPE01500807,-0.14923499999999998,-9.84065,-5.09473,-6.54479,-7.9356800000000005,0.31968,-11.1734,-3.37218,-2.17929,-9.42018,-1.60798,-6.39979,-4.12531,-6.36923,-4.8436900000000005,-9.7176,-7.68738,0.465129,-0.223208,-0.161869,-1.9384400000000002,-0.763259,0.0702368,-4.75821,-13.2276,-0.245128,-0.5258649999999999,-1.61243,-0.688601,-2.53935,-1.1979799999999998,-7.1859399999999996,-2.56338,-21.1139,1.80365,-5.05265,-5.5198599999999995,-2.97776,-1.17679,-0.657768,-0.0397838,-1.58851,-1.39077,0.0836754,0.732939,-0.5316310000000001,-1.63009,1.05615,-3.3881099999999997,-9.17068,-17.3875,-2.98368,0.475009,-1.21502,-1.8363900000000002,2.155,-1.55093,-0.841643,-1.1487399999999999,0.915178,2.01496,-4.60142,-3.6151699999999996,-9.61476,-2.58413,-2.0718400000000003,-1.44897,1.8763,-2.95629,0.552226,-1.19601,-10.0071,-6.81957,-4.04126,-0.647984,0.9055790000000001,-1.5798,-0.0770633,-1.1117299999999999,-4.65206,-2.3148,-7.104710000000001,-9.17205,0.023799900000000002,-3.3917800000000002,-29.9556,-1.7489299999999999,-4.98224,-4.09365,-1.18213,0.301386,-5.21465,-3.06964,-1.8951099999999999,0.061875,-6.32592,-26.9822,-1.58059,0.475009,-10.9002,-4.95022
SPE01501014,-0.146806,0.700613,0.16943699999999998,0.17411,-0.0826973,0.11957000000000001,0.28527800000000003,0.05121269999999999,0.305737,0.36039,1.13896,0.10476099999999999,0.289509,-0.130524,0.527949,-1.06807,0.248819,-0.00406312,0.665216,0.317765,-0.6988310000000001,0.13836099999999998,-0.058934900000000005,0.282912,0.5180239999999999,-0.44816999999999996,-0.166354,0.034781599999999996,-0.18520699999999998,0.46562299999999995,0.874502,-0.9344100000000001,0.270316,-0.28441500000000003,0.196249,-0.244154,0.10671900000000001,0.453142,0.47738,-1.8236299999999999,-0.326281,1.05345,1.2680799999999999,-0.155023,-0.423393,0.0326092,0.420386,-0.11376700000000001,0.22014699999999998,1.3363200000000002,0.052420900000000006,0.10293800000000002,-0.07338739999999999,-0.218417,0.43545,-0.180871,0.6666989999999999,0.824516,0.294576,0.357566,-0.558808,0.146728,0.19572699999999998,-1.24595,0.5505720000000001,0.368702,0.578713,-0.7140489999999999,-0.31496599999999997,-0.268498,-0.7740060000000001,0.338167,0.231143,0.299068,0.138819,0.272368,0.21348699999999998,-1.2471299999999998,0.0914258,0.06530019999999999,0.615206,0.31622,1.14604,0.22460500000000003,0.23514899999999997,0.0685448,0.28421599999999997,0.074788,0.346042,0.8836379999999999,-0.22894,-0.233062,0.15653599999999998,0.288066,-0.612302,-0.331598,-1.4308100000000001,0.47917,-0.07338739999999999,0.152345,0.08147510000000001
SPE01502234,-1.38534,-0.824599,-0.50334,0.67066,-0.21352600000000002,-0.511817,-0.28219,-1.16383,-1.11076,-0.0842943,-0.658189,-0.27607,-0.788701,1.09384,-0.665349,-1.7544400000000002,-0.412471,-0.8273520000000001,-0.770153,-1.78118,-0.762613,-1.83235,-1.62163,-0.6652560000000001,-1.06625,-1.4949,-1.6498400000000002,-0.6365270000000001,-0.922149,-0.621021,-0.49576099999999995,-1.8670400000000003,-0.317585,0.447561,0.0470671,-0.407316,-0.407124,-0.529044,-0.527536,-0.45888100000000004,-1.78407,-1.1662299999999999,-1.3962,-1.59585,-2.1465,-1.07778,-0.715098,-1.47564,-0.342115,0.00134367,-1.16245,-1.02767,-1.04234,-2.1151299999999997,-1.06548,-0.105222,-0.721337,-0.867958,-0.494547,-0.923707,-1.8385200000000002,-0.45624799999999993,-0.836363,-1.67392,-0.610653,-0.5037189999999999,-0.582227,-0.29982600000000004,-0.906114,-1.4273200000000001,-1.2478799999999999,-0.7008949999999999,-0.5043529999999999,-0.712972,-2.14069,-2.4443900000000003,-0.429579,-0.812127,-0.854992,-0.352186,-0.587733,-0.25942600000000005,-0.6216520000000001,-1.07362,-0.979849,-0.5759569999999999,-0.38008200000000003,-1.27318,-0.839994,-0.460017,-1.96888,-1.54074,-0.491174,0.011086,-1.4355,-2.42081,-0.988822,-0.455504,-1.04234,-0.945211,-0.598037
SPE01504015,-3.80042,-20.4127,-22.894000000000002,-9.89177,-13.5373,-8.69237,-33.0633,-9.95116,-5.80771,-15.1995,-23.4571,-13.716,-12.1738,-12.1794,-18.6312,-18.6812,-22.6232,-7.62126,-17.4082,-10.4987,-7.42806,-3.9734800000000003,-0.671188,-20.0084,-22.3455,-3.76505,-4.32558,-6.34196,-7.30318,-29.1183,-13.7614,-15.3421,-7.78428,-11.0699,-5.31019,-2.86807,-11.8268,-10.9893,-9.049710000000001,-3.7414199999999997,-5.23925,-5.0442599999999995,-4.42505,-1.94143,-1.87733,-15.0124,-15.6225,-9.20019,-12.2712,-18.2813,-26.1702,-10.294,-15.8675,-10.8205,-3.9106400000000003,-8.98335,-40.3948,-29.4272,-11.2946,-8.41418,-3.6355199999999996,-11.649000000000001,-11.9018,-17.8614,-12.8922,-10.2464,-10.0116,-16.4741,-8.75713,-5.45156,-6.81866,-15.5285,-9.0553,-13.2932,-28.2946,-4.09165,-8.33152,-11.109000000000002,-9.314680000000001,-11.6117,-9.63777,-10.2618,-21.0598,-3.01999,-13.2614,-22.8092,-16.6491,-3.7406300000000003,-14.4626,-11.3453,-3.5014300000000005,-21.433000000000003,-12.5571,-6.27882,-3.69953,-8.82739,-25.1494,-14.3766,-15.8675,-19.0122,-6.133430000000001
SPE01504053,0.281294,1.00936,0.27965100000000004,0.30586399999999997,-0.0599665,0.12025,0.323778,1.11171,0.353647,0.0261351,0.852648,0.06447040000000001,0.317801,0.980849,0.40829499999999996,0.00462767,0.429307,0.277199,0.294639,0.56891,0.868448,0.5497810000000001,0.380938,0.61433,0.458113,0.579367,0.575625,1.0454299999999999,0.227108,0.353991,0.47631,0.5225609999999999,0.103772,-0.17890999999999999,-0.289166,-0.0327464,0.135258,0.172421,0.640368,-1.59637,0.457779,0.504234,0.573416,0.307331,0.25911999999999996,0.43012700000000004,0.147035,0.168193,0.024076499999999997,-0.155,0.444554,0.43278500000000003,0.441237,0.23715,0.773918,-0.181525,0.620378,0.8249489999999999,0.41255299999999995,0.0132025,0.464395,0.15072,0.335591,0.121735,0.8145899999999999,1.09871,0.393519,0.334631,0.5668770000000001,0.07789539999999999,0.454218,0.0729668,-0.05443730000000001,0.279798,0.544096,-0.030317,0.13981300000000002,0.405723,0.818754,0.412711,0.359264,0.561742,0.6448149999999999,0.24685100000000001,0.195104,0.476578,0.8719129999999999,0.37064600000000003,0.150948,0.812112,0.835643,0.492687,0.12034500000000001,0.162705,0.583634,-0.5070359999999999,1.65188,0.449359,0.441237,0.332343,0.220744
SPE00310031,1.12208,-0.6659390000000001,-6.27527,-0.447925,-3.4800199999999997,0.8584950000000001,0.567531,0.35788600000000004,-0.0862767,-3.2649,-0.886149,-3.2341599999999997,-2.70495,-0.163071,-2.81825,-1.0930600000000001,-0.502347,-0.6224350000000001,-1.88074,-2.36255,0.5969140000000001,1.53785,1.5594,-2.3105599999999997,-0.174468,2.41985,1.07999,0.27193,0.748534,-0.101324,-3.32395,1.10217,-1.9678900000000001,0.27783,-2.30591,0.592382,-3.9939199999999997,-1.9595200000000002,-0.434788,-2.037,1.25419,0.6469010000000001,1.33812,1.31024,-0.151008,-1.11014,-2.6129700000000002,-0.781876,-1.9271200000000002,-3.8412800000000002,0.880274,-0.695194,-0.317301,0.126645,0.6832739999999999,-0.33627399999999996,0.919799,-4.65952,-1.26653,-1.3333,0.218817,-1.58875,-3.04343,0.710973,-2.8959099999999998,-0.400341,-1.55674,-4.28107,-0.5891460000000001,-0.564587,0.815546,-2.16043,-2.64128,-0.767563,-1.68861,-0.6254270000000001,-1.3720299999999999,-0.16053599999999998,0.643829,-0.958206,-0.377981,-1.11134,-0.212873,1.74698,-6.37878,-1.41025,-5.64582,-0.9217920000000001,-6.69725,-1.72402,-0.20031500000000002,0.47015100000000004,-4.837969999999999,-3.2818300000000002,1.47051,0.150303,-0.158698,-1.85228,-0.317301,-0.34715300000000004,-0.914587
SPE01500741,-1.37363,-1.04376,-0.796981,-2.64206,-0.791045,-0.11511800000000001,-0.782359,-0.565555,0.779243,-2.6836,-0.27332199999999995,-1.48738,-1.55623,-2.26045,-0.209625,-1.4134200000000001,-3.57303,-0.155477,0.466337,0.348733,-0.201922,0.196582,0.406377,-0.567063,0.0450657,-0.20083,-0.76072,-0.234783,0.68599,-0.808184,-0.646237,-0.201282,-0.470401,-2.3453,0.595735,0.672782,-0.5269689999999999,-0.634646,-0.847309,0.66615,0.452937,-0.60492,-0.16247799999999998,-1.05253,0.9237049999999999,-0.576469,-0.00270567,-0.23339000000000001,-1.0926,-3.5663300000000002,-0.548884,0.933416,-0.143949,0.915808,-2.43024,0.8870049999999999,0.402163,-0.043020499999999996,0.250193,-0.7421260000000001,0.104344,-0.324332,0.281686,-0.132001,-0.9571569999999999,0.769146,1.51292,-0.42242799999999997,0.220322,-1.71345,-0.13292,-0.168691,0.139398,-0.0303318,-1.54216,-0.04683180000000001,-0.29297,-0.7424,0.025736500000000002,-1.60653,-0.62438,-1.20566,-0.648049,0.0548601,-0.37144299999999997,-0.113757,-0.8149569999999999,-0.332752,-0.848239,-0.808316,-2.24443,0.101752,-0.917464,-0.772282,0.509393,0.7137859999999999,-2.7622400000000003,-0.553766,-0.143949,0.013671899999999999,0.600324
SPE01500822,-0.138938,0.6791470000000001,0.9345100000000001,-0.150398,0.439694,0.07445650000000001,0.45518400000000003,0.415364,0.294925,0.295537,0.976616,0.5047729999999999,0.559474,0.015677299999999998,0.617179,0.159002,0.568934,0.649853,0.728204,0.363009,0.510053,0.164182,-0.782614,0.372846,0.955428,-0.2372,0.0610818,0.562275,-0.23144099999999998,0.733893,0.6040409999999999,-0.20358900000000002,0.327639,-0.386812,0.471239,-0.0975442,0.48078699999999996,0.895316,0.532833,1.49427,-1.2092200000000002,-0.45238900000000004,-0.22846100000000003,-0.130437,-0.07621889999999999,-0.024928299999999997,0.54469,0.809724,0.503016,0.201597,-0.160189,0.755707,0.17918499999999998,0.440536,1.2668,-0.159655,-0.178032,0.813389,0.526565,1.03877,-0.306193,0.5267229999999999,0.39809,-0.391522,1.12214,-0.22262300000000002,0.9693229999999999,0.739183,0.271648,0.16249,0.5712689999999999,0.787636,0.5552279999999999,0.453773,-0.307321,0.346675,0.413231,-0.5300590000000001,-0.34781599999999996,1.36256,0.688809,0.0155744,0.530301,-0.0197325,0.6760609999999999,0.748069,0.8271280000000001,0.268023,0.586916,0.9042629999999999,0.175283,0.307021,0.420919,0.656069,0.0705915,0.0713944,0.26272199999999996,0.861965,0.17918499999999998,0.9743639999999999,0.5046109999999999
SPE01500832,0.0477241,0.43398000000000003,1.12022,-1.36471,0.754679,0.14425,0.522066,-0.130375,0.141516,0.068526,1.21461,0.44902200000000003,0.309823,-0.55881,0.546601,0.920616,0.27113200000000004,0.146134,0.774721,0.621884,0.8397690000000001,-0.1947,-0.503853,0.5133810000000001,0.703918,-0.36637600000000003,-0.5069,0.650827,-0.533259,1.16965,0.749505,0.293989,0.442108,0.162529,1.40615,1.01433,0.49624700000000005,0.8449040000000001,0.6830609999999999,1.8751900000000001,-0.791611,-0.8872040000000001,-0.43973999999999996,-0.678653,-0.32968200000000003,0.00171333,0.474092,0.677543,0.5559109999999999,-1.43831,-0.327379,0.817522,-0.44070200000000004,-0.252605,0.757657,0.14865599999999998,-0.568021,0.892015,0.428104,0.773752,-0.17089400000000002,0.542554,1.07192,-0.082606,1.1013899999999999,-0.346969,1.69937,0.768558,0.512216,-0.012831100000000002,0.78975,0.8151470000000001,0.649163,0.516684,-1.06312,0.747164,0.34334699999999996,0.64559,-0.707414,-0.26953299999999997,1.00338,-0.165957,-0.21779899999999996,-0.386569,0.744258,0.607481,1.02081,0.06501280000000001,0.677928,0.516065,-0.07986549999999999,-0.7521979999999999,0.477867,0.656263,-0.437562,0.605587,0.736147,0.5324439999999999,-0.44070200000000004,0.7474430000000001,0.8487319999999999
SPE01504023,-0.9808319999999999,-0.5054489999999999,-0.84085,1.7005599999999998,0.00238221,-0.506608,-0.0167498,-1.13811,-0.183942,0.136706,-1.6111,0.145806,-0.315486,1.67012,0.100341,-1.0682200000000002,-0.168304,-0.35951700000000003,-0.519007,-1.38058,-0.60726,-1.36932,-1.1314899999999999,-0.0444748,-1.24698,-1.2354100000000001,-0.893747,-0.48426400000000003,-0.9033450000000001,-0.0165708,-0.291742,-1.4905,0.128474,0.17761,0.43111099999999997,-0.549855,-0.24100700000000003,-0.00454422,-0.455142,-0.908201,-1.74495,-1.3544100000000001,-0.7373069999999999,-1.1228,-1.39499,-0.8508389999999999,-0.340407,-0.923823,-0.105227,2.4546,-0.788311,-1.08489,-0.839044,-1.36907,-0.6164729999999999,0.10797999999999999,-0.763167,-0.449129,-0.299174,-0.36958,-1.13976,-0.328534,-0.515573,-1.20561,-0.49966000000000005,-0.9755469999999999,-0.380841,-0.47240200000000004,-0.6853319999999999,-1.30797,-0.523479,-0.184144,0.0343605,-0.37871,-1.02484,-2.2168200000000002,-0.30599899999999997,-1.28023,-0.8491690000000001,-0.992424,-0.642653,0.952766,-0.8535290000000001,-0.583333,-0.7860739999999999,-0.215167,-0.145453,-0.40237399999999995,-0.13660899999999998,-0.316118,-1.22138,-1.26847,0.0556029,0.368371,-1.33538,-1.7264700000000002,0.148038,-0.06384959999999999,-0.839044,-0.688616,-0.452196
SPE01504106,-0.227431,0.30328,-0.21462199999999998,1.68997,0.0984089,0.745405,0.654987,0.49087,-3.42501,0.118979,-0.164939,-0.0229858,0.631655,0.925033,-0.0780005,-0.938782,0.22232399999999997,-0.0444962,-0.315327,0.0347543,-3.23517,-0.33021799999999996,-0.40005100000000005,-0.0802553,-0.19308,-0.166979,-0.370684,-0.944725,-0.252724,-0.24327600000000002,0.43144499999999997,-0.349113,0.304191,0.47975,-0.850899,0.157568,0.5159560000000001,0.0225618,0.608692,-0.930225,-2.13096,1.26789,-0.24915900000000002,0.197034,-3.24945,-2.6266700000000003,0.121304,0.0497603,-0.205459,2.1632599999999997,0.49113100000000004,0.20318599999999998,-3.43074,0.737293,-0.781546,0.07751770000000001,-0.383515,0.20211300000000001,-0.181042,-0.47308100000000003,-4.10789,-0.17593699999999998,0.511786,-0.345783,0.320004,-0.476696,0.32663200000000003,-0.34897100000000003,-0.10079,-3.2345099999999998,0.23907399999999998,0.05127230000000001,0.30800700000000003,0.025249599999999997,0.36484,-0.0969083,0.059810699999999994,-0.155369,-0.185581,0.291741,-0.22477399999999997,-0.421023,-0.0279534,-1.3880299999999999,0.150648,-0.032348,0.060916599999999994,-0.0137445,-0.526886,-0.121044,-3.6275199999999996,-0.47018699999999997,-0.932658,-0.892875,0.0985219,-0.981266,-0.503051,0.307021,-3.43074,0.0171762,0.8650399999999999
SPE01504207,-0.871884,-1.55493,-1.90383,-2.61065,-0.8223719999999999,-0.343384,-0.42362799999999995,-0.859116,-1.03983,-1.5307899999999999,0.35207,-1.53373,-1.50234,-2.82527,-0.980297,-4.9911,-0.58148,-0.465271,-0.492672,-0.664222,0.48410299999999995,-1.65821,-1.4331399999999999,-0.622015,-0.35802,-0.906538,-1.86877,-0.9882920000000001,-1.01449,-0.36191,-0.9319940000000001,-1.6663,-0.901798,-0.40118400000000004,-0.488202,1.58293,-0.8615649999999999,-0.910062,0.015535,1.50949,-1.13684,-1.6843299999999999,-0.9540209999999999,-0.855766,-1.4818799999999999,-1.49042,-0.36412100000000003,-0.509653,-0.653579,-3.45306,-1.6128,-0.317956,-1.2892299999999999,-1.19949,0.711654,-2.97748,-6.3688,-6.900110000000001,-0.210483,-0.304721,-1.59714,-0.764263,-0.555409,-0.0869819,-0.317273,-0.746266,0.47886599999999996,-0.898457,-0.373998,-0.8993479999999999,0.234715,-0.600527,-0.669668,-0.893908,-1.9585400000000002,-0.505636,-0.0610482,-0.7313850000000001,-0.9218870000000001,-1.9745,-0.0669992,-2.0979099999999997,-3.10075,-1.31618,-0.630146,-0.274694,-2.0531900000000003,-0.20532199999999998,-1.16099,-0.781961,-0.6691819999999999,-1.51065,-0.436612,-0.175331,-1.20658,-0.6432399999999999,-2.50631,-0.864834,-1.2892299999999999,0.0577086,-0.6394479999999999
SPE01800172,1.15336,1.02647,1.1050799999999998,1.47819,0.18147,0.22776100000000002,0.6122270000000001,0.9199299999999999,-7.66201,-0.00891898,1.08084,0.327435,0.6666569999999999,2.27369,0.628926,-0.243657,0.6093189999999999,0.59724,0.710379,0.429667,-8.023710000000001,1.02541,0.8052189999999999,0.598923,0.658485,0.9489549999999999,0.623841,-18.2092,0.36725,0.389411,0.8248549999999999,0.8447600000000001,0.571537,0.0986096,-0.496837,-0.5255569999999999,0.613354,0.76666,0.382851,-0.860195,0.669387,2.03638,0.857757,0.814723,-4.8588,-7.323360000000001,0.520571,0.443028,0.19239900000000001,3.04581,1.01126,-0.079587,-3.90332,-0.0838202,-11.0429,-0.245071,0.5630609999999999,0.367884,0.164606,0.5104380000000001,-1.4048200000000002,0.363126,0.176536,0.449067,0.144859,-0.0983871,0.339787,0.24097,0.153954,-7.38623,-0.0312558,0.8326389999999999,0.45659799999999995,0.54109,1.33617,0.357414,0.384839,0.23613699999999999,1.3420299999999998,0.339925,0.548339,1.42561,0.491858,0.6991390000000001,0.344889,0.547547,0.514575,0.8744540000000001,0.663976,0.79655,0.47346499999999997,0.685702,0.7842359999999999,0.69129,0.754128,-0.550379,0.719042,0.9196719999999999,-3.90332,0.562207,0.174896
SPE01500733,0.11546500000000001,-1.0080200000000001,-0.692605,1.0233,-1.32287,-0.27325,-0.20534899999999998,1.0992899999999999,-0.0050003,-0.9457770000000001,-0.172913,-0.11434000000000001,-0.171751,0.308159,-0.536568,0.764076,-0.959411,-1.21481,-0.852049,-0.627306,1.11876,0.357657,-0.354329,-0.660028,-0.770996,0.3188,0.13928800000000002,0.294489,0.0129701,-0.768274,-0.430446,0.547646,-0.790895,-0.24231,-0.964759,0.202815,0.0233086,-0.340961,-0.31524800000000003,1.28506,0.452975,0.5557270000000001,0.303086,0.5581119999999999,0.36807199999999995,0.477996,-0.9726299999999999,-0.8465370000000001,0.17935299999999998,0.271804,-0.011884200000000001,-0.60375,-0.5022220000000001,0.0973347,-0.09536060000000002,0.5839880000000001,1.53316,0.027256299999999997,-0.342957,-0.74668,-0.438417,-0.49095200000000006,-0.46646899999999997,0.548365,0.0187238,-0.566134,-0.316441,-0.8464280000000001,-0.869612,1.11947,0.7929470000000001,-1.8461599999999998,-1.9305599999999998,-0.518701,0.8915549999999999,-0.6636380000000001,-0.210662,-0.13638,-0.056756299999999996,0.235103,-0.734781,0.323309,-1.43989,0.190406,-0.49158100000000005,-0.653567,-0.298452,0.430258,-0.17463199999999998,0.359112,0.276821,1.27614,-1.37453,-1.3210600000000001,0.0987034,-0.692862,-1.93829,-0.894573,-0.5022220000000001,-1.86234,-1.66995
SPE01500735,1.80203,-0.550094,1.4587700000000001,-2.4906900000000003,-0.536665,2.06682,3.7587599999999997,-1.15022,-0.280853,0.5386529999999999,2.88976,-0.349846,-0.32592,-2.81046,0.654604,-2.05996,2.01752,2.14312,1.44097,0.6956899999999999,-2.9302599999999996,2.05505,1.55305,0.631316,1.62526,1.62116,1.0393299999999999,-6.78903,0.886753,0.42707700000000004,0.7767149999999999,-0.361674,-2.4201799999999998,-2.6402200000000002,-0.460313,-3.10627,-1.22615,-4.973,0.9438,3.38829,1.61354,0.9301219999999999,1.64083,1.49358,1.7676900000000002,-1.37344,2.0825400000000003,2.70181,0.008925399999999998,-0.980564,0.810394,-0.033306999999999996,1.83025,0.768564,-6.59208,-0.58278,-1.1767,-1.19277,0.157109,2.31049,2.06494,0.42728999999999995,-1.0522,1.60755,-0.591641,-3.8718,-0.486505,2.51372,-1.70005,-0.285881,-1.67071,-0.08155230000000001,-0.45516,0.43723999999999996,1.74125,1.8880099999999997,-0.8973030000000001,1.36612,0.8410709999999999,-3.78955,0.563318,-2.2267799999999998,-6.25229,1.47577,0.45276099999999997,2.96118,-2.15804,-0.915903,-0.5445300000000001,0.461045,1.22284,-0.34710799999999997,-0.0831197,-0.624161,2.2039,-0.425588,-1.5859,1.14135,1.83025,-1.34832,-1.27465
SPE01500738,-0.648655,-5.2433,-1.6193799999999998,-0.6608890000000001,-4.429130000000001,-0.169828,0.270719,0.127105,-1.5453700000000001,-2.4384,-0.979248,-1.3861700000000001,-0.5866,-0.017104599999999998,-1.0308899999999999,-5.78625,-1.1999799999999998,-1.47714,-1.2685899999999999,-1.00545,-1.52389,-1.03488,-0.297,-1.7103,-1.36809,-0.41434,-1.39799,-0.864701,-1.6881099999999998,-1.79877,-1.27051,-0.226008,-2.0327900000000003,-0.250487,-2.80415,-3.8372699999999997,-0.8266290000000001,-1.32151,-0.421113,1.43414,-0.186022,-0.0174189,-1.10457,-0.918032,-0.6046020000000001,0.488584,-1.21814,-0.6763779999999999,-0.795,-0.5908909999999999,-5.09788,-3.1815700000000002,-0.995991,-1.58473,-0.96815,-1.61321,0.0624462,-0.21585300000000002,-1.22028,-0.9545370000000001,-0.451029,-1.64831,-2.0862700000000003,-1.46953,-0.023247999999999998,-1.9455900000000002,-2.7988,-0.884143,-3.21897,-0.0361267,-2.06091,-1.6479,-1.58023,-1.14859,-0.9352590000000001,-1.2837100000000001,-0.519576,-0.987431,-0.8248030000000001,-2.8528700000000002,-1.47932,-0.669792,-5.12349,-1.6703400000000002,-1.48262,-0.46070600000000006,-2.2761400000000003,-0.845455,-1.37784,0.213844,-0.5443,-1.70632,-2.8696200000000003,-2.08285,-1.01102,-3.48121,-3.3324,-0.972683,-0.995991,-2.84353,-1.89325
SPE01500856,1.6857900000000001,0.038239499999999996,2.01113,-1.57638,-0.793878,2.16132,3.38076,-0.685232,-0.404396,0.689759,2.75509,-0.144002,0.143117,-2.74644,1.04795,-2.79798,2.05625,2.25097,1.60225,0.510559,-3.24612,2.87739,1.1634200000000001,0.555982,1.8180900000000002,1.64697,1.49884,-6.752610000000001,1.08554,0.681474,0.774946,-0.770378,-2.46455,-2.3917900000000003,-1.2949,-3.78743,-1.07892,-4.75065,0.831758,3.62584,1.6450099999999999,1.72448,1.7827099999999998,1.8528,2.52426,-1.16598,2.3806700000000003,2.75444,0.152824,-1.63792,0.709888,-0.8996860000000001,1.75626,0.42200000000000004,-6.354509999999999,-0.660864,-0.47997399999999996,-1.26839,-0.017447099999999997,2.62174,2.6118200000000003,0.5222439999999999,-1.34741,1.8675700000000002,-0.41343,-3.24641,-1.40725,2.22381,-1.79017,0.145537,-1.73128,0.02002,-0.5632010000000001,0.574906,2.1198900000000003,1.54282,-0.8314459999999999,1.55177,0.799523,-3.66319,0.734344,-1.76262,-6.45949,1.91927,0.34106,3.10134,-2.02033,-0.554929,-0.409348,0.561541,0.9577260000000001,0.192056,0.16203,-0.496475,2.16739,-1.27155,-1.77816,1.2081,1.75626,-0.873857,-1.08812
